 Detector [0 = SRPD 1 = HF], Technique [0 = RXN 1 = SPM], Stored [0 = Data 1 = Errors], Systematic [0 = Normal 1 = LOOSE 2 = NOMINAL 3 = TIGHT], Vertex [0 = Normal 1 = WIDE 2 = NARROW], Bin 0, Bin 1, Bin 2, Bin 3, Bin 4, Bin 5, Bin 6, Bin 7, Bin 8, Bin 9, Bin 10, Bin 11, Bin 12, Bin 13, Bin 14, Bin 15, 
0,0,0,0,0,0,-5.59812,-0.00536749,0.0825267,0.0809814,0.0814252,0.0800924,0.080702,0.0798716,0.0843461,0.0587823,0.0797411,0.0615846,0.0703291,0.0294674,0.123713,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,0,0,0,-0.27464,-0.0263558,-0.0027176,-0.00191991,-0.00274083,-0.00255962,-0.00281596,-0.00236258,-0.00443223,0.000307561,-0.00841615,-0.0053807,-0.00203975,-0.026832,-0.00494774,
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,0,0,0,5.59812,0.0227016,0.0825267,0.0809814,0.0814252,0.0800924,0.080702,0.0798716,0.0843461,0.0620865,0.0836259,0.0615846,0.075854,0.0876125,0.131356,
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0.306864,0.0263558,0.00510843,0.00489633,0.00477394,0.00407875,0.0054521,0.0057605,0.00834639,0.0123632,0.0104649,0.0149833,0.0216742,0.0277129,0.0279539,
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
